0x3007: 'líng,yuán,xīng',
0x20049: 'chū',
0x20057: 'shì,hè',
0x20060: 'qiè',
0x20065: 'gǎ',
0x2006D: 'qí',
0x20077: 'chǎn',
0x20084: 'huān',
0x20086: 'yì',
0x20087: 'zuǒ',
0x20088: 'jié,tiǎn',
0x20091: 'zōu',
0x20094: 'zǐ',
0x2009D: 'zā',
0x2009F: 'jīn',
0x200A2: 'pài',
0x200A4: 'duī',
0x200A5: 'cóng',
0x200A7: 'shèn',
0x200B8: 'huáng',
0x200CA: 'yǐn',
0x200CC: 'gǔn',
0x200D6: 'jiū',
0x200EB: 'shēn',
0x200FA: 'jiù',
0x20105: 'yè',
0x20109: 'dòng',
0x2010C: 'jué,zhuì',
0x2010D: 'jié',
0x2010F: 'diǎo',
0x20111: 'jué',
0x20112: 'chuí,shā',
0x20116: 'líng',
0x2011A: 'tīng',
0x20123: 'gèn',
0x2012E: 'yà,mǒ',
0x20131: 'yí',
0x2013F: 'wéi',
0x20142: 'jié',
0x2014C: 'yí',
0x20157: 'diè',
0x2015A: 'qí',
0x20164: 'xí',
0x2016C: 'bāo',
0x20171: 'xiè',
0x20179: 'zhàng',
0x2018C: 'yōng',
0x20190: 'xù',
0x20199: 'diè',
0x2019B: 'dān',
0x2019F: 'wěi',
0x201A3: 'guǎ,zhuǎ',
0x201A9: 'fàn',
0x201AE: 'mò',
0x201B1: 'xī',
0x201B2: 'yǎn',
0x201B5: 'ní',
0x201B6: 'dàn',
0x201CB: 'dǎn',
0x201CF: 'tāo',
0x201D2: 'gōng',
0x201D7: 'kuā',
0x201D8: 'chù',
0x201EF: 'qù',
0x201F1: 'mò',
0x201F3: 'shī',
0x201F5: 'gǎn',
0x201F7: 'shēng',
0x20201: 'tuō',
0x20205: 'shōu',
0x2020A: 'niě',
0x20224: 'yùn',
0x20225: 'guǎ',
0x2022C: 'xiāo',
0x2022D: 'láo',
0x20230: 'dàn',
0x20231: 'suō',
0x20235: 'mǎng',
0x20236: 'yí',
0x20238: 'tè',
0x2023A: 'bì',
0x20242: 'tà',
0x20257: 'luò',
0x20262: 'xǐ',
0x20263: 'hūn,hùn',
0x20264: 'dá',
0x20267: 'jù',
0x20269: 'dú',
0x2026C: 'ǎn,yǎn',
0x20289: 'mèi',
0x2028C: 'rán',
0x2028E: 'ái',
0x2028F: 'yù,xián',
0x20292: 'jiàn',
0x20294: 'qì',
0x2029F: 'mǐn',
0x202A3: 'zhòu',
0x202A4: 'zhì',
0x202A5: 'zhǒng',
0x202A6: 'nǎo',
0x202A7: 'bìng',
0x202A9: 'zhuàn',
0x202AA: 'shù',
0x202AB: 'xùn,qióng',
0x202AC: 'jué',
0x202AD: 'qiǎn',
0x202B0: 'guǎ',
0x202B2: 'tū',
0x202B6: 'yìng',
0x202B7: 'zhì',
0x202BE: 'kuí',
0x202C6: 'chèn',
0x202D6: 'liàn',
0x202D7: 'yā',
0x202DC: 'guò',
0x202DD: 'miǎo',
0x202DE: 'shé',
0x202DF: 'yǔ',
0x202E1: 'sì',
0x202E2: 'sǒu,zhòu',
0x202E4: 'zhì',
0x202E7: 'qiē',
0x202E9: 'fù',
0x202EC: 'jú',
0x202ED: 'bèi',
0x202EF: 'bì',
0x202F2: 'suǒ',
0x202F5: 'qiǎn',
0x202F6: 'mǐng',
0x202F7: 'chǎn',
0x202FA: 'sāo',
0x202FB: 'jī',
0x20315: 'gòng',
0x20316: 'qióng',
0x2031A: 'nòng,ròng',
0x2031E: 'sǒu',
0x2031F: 'sǒu',
0x20320: 'yáo',
0x2032A: 'chōu,tāo',
0x2032D: 'shuài',
0x2032E: 'zhē',
0x2032F: 'lì,lí',
0x20330: 'gài',
0x20331: 'suī',
0x20332: 'zhān',
0x20334: 'zhuàng',
0x2033D: 'fù',
0x20343: 'jī',
0x20344: 'dōu',
0x20357: 'huì',
0x2035A: 'jiǎn',
0x2035B: 'yǎn',
0x2035C: 'zhì',
0x20368: 'měi',
0x20369: 'yào',
0x2036A: 'dī',
0x2036B: 'yí',
0x2036F: 'bié',
0x20372: 'qú',
0x20373: 'yì',
0x20375: 'yàng',
0x20379: 'zhá',
0x2037D: 'shà',
0x20399: 'lái',
0x203AE: 'jué',
0x203B0: 'qī',
0x203B3: 'yú',
0x203B6: 'zǎi',
0x203B7: 'sà',
0x203B8: 'sè',
0x203BB: 'dùn',
0x203BF: 'jiě',
0x203C0: 'kē',
0x203C3: 'yuē',
0x203C7: 'jiǎn',
0x203C8: 'yáo',
0x203D3: 'xiān',
0x203D5: 'xiào',
0x203D6: 'qiāo',
0x203DA: 'yù',
0x203DB: 'qú',
0x203E1: 'xiān,líng',
0x203E2: 'luò',
0x203E4: 'guǎng',
0x203E7: 'chēng',
0x203E8: 'chuǎng',
0x203E9: 'yí',
0x203EB: 'zhěng',
0x203ED: 'zòng',
0x203EE: 'duì',
0x203F0: 'zhǎi',
0x203FF: 'fěi',
0x20400: 'yí',
0x20401: 'méng',
0x20408: 'biān,pián',
0x20409: 'jié',
0x2040A: 'shù',
0x2040B: 'liáo',
0x2040C: 'bǐ,bà',
0x2040D: 'sú',
0x20411: 'dì',
0x20421: 'bèi',
0x20422: 'wèn',
0x20427: 'méng',
0x20429: 'chǎn',
0x20435: 'dǎo',
0x2043A: 'pín',
0x2043B: 'jiǎn',
0x2043C: 'lìn',
0x2043D: 'guì,guī',
0x2043E: 'qī',
0x2043F: 'hōng',
0x20443: 'jí',
0x20444: 'xiè',
0x20445: 'zhēng',
0x20446: 'chǎn',
0x20450: 'yáo',
0x20451: 'chǎn',
0x20458: 'diān',
0x20459: 'chòng',
0x2045A: 'néi',
0x2045B: 'néi',
0x2045E: 'zhài',
0x2045F: 'biān,pián',
0x20461: 'chǎn',
0x2046A: 'xiāo',
0x2046F: 'cù',
0x20470: 'xīn',
0x20471: 'jǐng',
0x20472: 'qiān',
0x20474: 'qīng',
0x20479: 'gǔ',
0x20484: 'wù',
0x2049C: 'yuǎn',
0x2049D: 'bǐng',
0x204A2: 'wán',
0x204B0: 'niǎo,ní',
0x204B5: 'liàn',
0x204B8: 'rǎo',
0x204BE: 'fàn',
0x204BF: 'dí',
0x204CA: 'huī,dān',
0x204CB: 'yì',
0x204CC: 'xián',
0x204D6: 'lán',
0x204D7: 'fù',
0x204D9: 'xiòng',
0x204DC: 'liǎng',
0x204DD: 'tāo',
0x204DE: 'jí',
0x204E2: 'jiè',
0x204E3: 'zhá',
0x204E4: 'shī',
0x204EA: 'qí',
0x204EB: 'biǎn',
0x204ED: 'lǎn',
0x204EE: 'lǐn',
0x204F6: 'zhì',
0x204F7: 'bì,chéng',
0x204F8: 'shèng',
0x204FD: 'shèng',
0x204FF: 'qín',
0x20502: 'biāo',
0x20503: 'xī',
0x20509: 'juàn',
0x2050B: 'jī,xìn',
0x2050D: 'xī',
0x2050E: 'qǐn',
0x20511: 'hài',
0x20515: 'lún',
0x20520: 'yuè',
0x20528: 'lián',
0x2052F: 'bān',
0x20532: 'héng',
0x20536: 'qī',
0x2053A: 'qiān',
0x2053B: 'zhèng',
0x2053C: 'mǎo',
0x20541: 'cóng',
0x20544: 'nà',
0x2054A: 'tǐng',
0x2054C: 'zōng',
0x20555: 'jiōng',
0x20556: 'zhǎo',
0x2055F: 'niǎn',
0x20560: 'chéng',
0x20563: 'qià',
0x20566: 'yù',
0x20567: 'jiǎo',
0x2056D: 'zhào',
0x20573: 'dí',
0x20574: 'jiū',
0x20578: 'suǐ',
0x2057B: 'yāo',
0x2057F: 'wāng',
0x20582: 'liáo',
0x20584: 'tóng',
0x20586: 'mèng',
0x2058B: 'yǒu',
0x20593: 'sī',
0x2059B: 'lòu',
0x2059F: 'yīn',
0x205A5: 'chǒng',
0x205AB: 'gǎn',
0x205AC: 'jiū',
0x205B6: 'qìn',
0x205B7: 'jiǒng',
0x205B9: 'xié,xiá',
0x205C2: 'hè',
0x205C6: 'tāo',
0x205C8: 'qiú',
0x205C9: 'xié',
0x205CA: 'jìng',
0x205CB: 'niǎn',
0x205CC: 'jìng',
0x205CF: 'jí',
0x205D8: 'tiǎn',
0x205DA: 'cuì',
0x205DB: 'dié',
0x205DD: 'qǐng',
0x205E5: 'pìng',
0x205E6: 'píng',
0x205E8: 'dié',
0x205E9: 'lòu',
0x205F3: 'liǎn',
0x205F4: 'hán',
0x205F5: 'pāng',
0x205F6: 'táng',
0x205FA: 'yí',
0x205FB: 'xuán',
0x205FC: 'suò',
0x205FD: 'liú',
0x205FE: 'shuǎng',
0x205FF: 'shèn',
0x20601: 'bù',
0x20602: 'sōu',
0x20605: 'qín',
0x20606: 'shěn',
0x2060A: 'nòng',
0x2060B: 'tǐng',
0x2060C: 'jiāng',
0x20615: 'xī',
0x20616: 'zhì',
0x2061D: 'lài',
0x2061E: 'lì',
0x2061F: 'lì',
0x20622: 'hé',
0x20623: 'jiào',
0x20625: 'yán',
0x20627: 'shū',
0x2062A: 'shǐ',
0x20631: 'zhěn',
0x20633: 'yōu',
0x2063A: 'suò',
0x2063B: 'wú',
0x20641: 'cháng',
0x20642: 'cóng',
0x20646: 'jù',
0x2064E: 'shū',
0x20654: 'jiù',
0x20655: 'wéi',
0x2065E: 'huò',
0x20664: 'jiē',
0x2066C: 'zǎo',
0x20676: 'ǒu',
0x2067C: 'guǎ',
0x20683: 'háo',
0x20684: 'lǐ',
0x20685: 'zhì',
0x20686: 'xiàn',
0x20689: 'bū',
0x2068A: 'chàng',
0x20693: 'yūn',
0x20694: 'hé',
0x2069C: 'tāo',
0x206A0: 'biāo',
0x206A5: 'diāo',
0x206A7: 'èr',
0x206A8: 'jiū',
0x206AD: 'dì',
0x206AE: 'yì',
0x206AF: 'kūn',
0x206B1: 'zhé',
0x206B3: 'kuò',
0x206B4: 'zhōu',
0x206B5: 'jù',
0x206B9: 'shàn',
0x206BA: 'shà',
0x206BB: 'diāo',
0x206BC: 'bān',
0x206BD: 'jī',
0x206C0: 'zhōng',
0x206C3: 'yí',
0x206C5: 'kōu',
0x206C6: 'wū',
0x206CA: 'gē',
0x206CB: 'bā',
0x206CE: 'gōu',
0x206D1: 'xián',
0x206D2: 'guā',
0x206D3: 'liǔ',
0x206D4: 'chǐ',
0x206D5: 'guāi',
0x206D6: 'chuān',
0x206D8: 'lí',
0x206D9: 'cù',
0x206DA: 'shuā',
0x206E1: 'bǐ',
0x206E5: 'bǐng',
0x206E6: 'lì',
0x206E9: 'jiǔ',
0x206EA: 'tiāo,diāo',
0x206EB: 'duǒ',
0x206ED: 'yān,yuān',
0x206EE: 'quān',
0x206F1: 'liè,zā',
0x206F3: 'kè,hé',
0x206F5: 'gēn',
0x206F6: 'zhēn',
0x206F8: 'fén',
0x20701: 'yí',
0x20703: 'jiù',
0x20704: 'xù',
0x20705: 'jiǎo',
0x20708: 'lǜ',
0x20709: 'jiǔ',
0x2070B: 'chǒu',
0x2070E: 'xiàn',
0x20710: 'kuài',
0x20711: 'duì',
0x20716: 'luō',
0x20717: 'xī,xì',
0x20718: 'qìn',
0x20719: 'bù',
0x20724: 'qià',
0x20731: 'pī',
0x20732: 'yā',
0x20733: 'bēng',
0x20734: 'guǒ',
0x20735: 'guā',
0x20739: 'jú',
0x2073C: 'qiā',
0x2073E: 'jué,guì',
0x20744: 'lì',
0x20750: 'huā',
0x20751: 'jiāo',
0x20758: 'qià',
0x2075A: 'zhá,zhé',
0x2075B: 'qiā',
0x2075D: 'zhé,zhá',
0x2075E: 'chā',
0x2075F: 'yǐng',
0x20762: 'yān',
0x20764: 'chōng',
0x20768: 'chǐ',
0x2076A: 'wān',
0x2076C: 'sōu',
0x20772: 'kǎn',
0x20773: 'yuán',
0x2077D: 'chóu',
0x2077F: 'suǒ',
0x20780: 'tū',
0x20783: 'zhé',
0x20784: 'tī,chǐ',
0x20786: 'wū',
0x20788: 'dā',
0x20789: 'lì',
0x2078A: 'chā,chāi,chá',
0x20795: 'róng',
0x20796: 'gòng',
0x20797: 'què',
0x20799: 'lí',
0x2079E: 'tāo',
0x207A4: 'lì',
0x207A7: 'mí',
0x207A9: 'chì,shuài',
0x207AC: 'gùn',
0x207AD: 'lóu,lòu',
0x207AE: 'chuǎng',
0x207AF: 'suǒ',
0x207B0: 'jiǎo',
0x207B1: 'jìn',
0x207B5: 'fá',
0x207B6: 'zhāi',
0x207BE: 'jìn',
0x207BF: 'cuì',
0x207C2: 'cèng',
0x207C3: 'zǔn',
0x207C5: 'zhào,rì,zhì',
0x207C8: 'piē',
0x207C9: 'zhǎn,chàn',
0x207CA: 'xī',
0x207CB: 'yào',
0x207CC: 'fǔ,pǒu',
0x207CD: 'chōng',
0x207D3: 'cuì',
0x207D7: 'guā',
0x207E3: 'jī',
0x207E6: 'sè',
0x207E7: 'zhān',
0x207E8: 'lìng,líng',
0x207E9: 'sè',
0x207EA: 'yè',
0x207F0: 'jū',
0x207F6: 'tū',
0x207FA: 'rú,ruǎn',
0x207FB: 'zé,bài',
0x207FC: 'huán',
0x20801: 'xiǎn',
0x20803: 'qiān',
0x20804: 'zhào',
0x2080B: 'cán',
0x2080E: 'kuò',
0x2080F: 'lì',
0x20810: 'róu',
0x20814: 'dú',
0x20817: 'liè',
0x2081C: 'yīng',
0x2081D: 'lì',
0x20820: 'dú',
0x20822: 'líng',
0x2082A: 'wān',
0x2082F: 'dié',
0x20833: 'jiū',
0x20835: 'lì',
0x20836: 'kū',
0x20837: 'kēng',
0x20839: 'zhěn',
0x20840: 'hè',
0x20842: 'bì,fú',
0x20844: 'pī',
0x2084A: 'hāng',
0x20851: 'zhuó',
0x20852: 'duǐ',
0x20854: 'yì',
0x2085C: 'kè',
0x2085D: 'yì',
0x2085E: 'mò',
0x20861: 'cán',
0x20863: 'gěng',
0x20864: 'kè',
0x20865: 'shì',
0x2086D: 'líng,lìng',
0x2086E: 'bēng,kēng',
0x20871: 'duàn',
0x20876: 'juān',
0x20877: 'nǎo',
0x20878: 'zǐ',
0x2087B: 'zòng',
0x20883: 'táng',
0x20886: 'xiá',
0x20887: 'hàn',
0x2088C: 'lüè',
0x2088D: 'qián',
0x20893: 'mò',
0x20894: 'ōu',
0x20895: 'háo',
0x20899: 'zhá',
0x2089A: 'juàn',
0x2089B: 'cóng',
0x208A0: 'lì,jí',
0x208A1: 'zhá',
0x208A2: 'yǒu',
0x208A3: 'diàn',
0x208A4: 'jué',
0x208A5: 'bèi',
0x208A9: 'yǎo',
0x208AA: 'piē',
0x208B1: 'jìn',
0x208B2: 'kǎi,xiè',
0x208B3: 'sè',
0x208B4: 'yǎng',
0x208B5: 'jìn',
0x208B9: 'kè',
0x208C4: 'chān',
0x208C7: 'niǎn',
0x208C9: 'wàn',
0x208CA: 'lǜ',
0x208D0: 'yún',
0x208D1: 'yāo',
0x208D2: 'bāo',
0x208D5: 'jūn',
0x208D6: 'xuán',
0x208D8: 'zhōu',
0x208E0: 'kuì',
0x208E1: 'fèng',
0x208EA: 'qú',
0x208EB: 'shào',
0x208EC: 'sǔn',
0x208F0: 'dū',
0x208F2: 'kuǎi',
0x208F3: 'pào',
0x208FA: 'bào',
0x208FE: 'fù',
0x208FF: 'jiù',
0x20900: 'rán',
0x20904: 'jū',
0x2090A: 'qióng',
0x2090D: 'zhōu',
0x2090E: 'huà',
0x2090F: 'bǎo',
0x20915: 'yí,xián',
0x20917: 'yí',
0x20918: 'yí,yǐ',
0x2091D: 'mào',
0x20926: 'ruǎn,rú',
0x2092B: 'cí',
0x2092E: 'hán',
0x20930: 'cóng,xuán',
0x20934: 'xì',
0x20939: 'quán',
0x2093A: 'tiáo',
0x2093C: 'diào',
0x2093E: 'hán',
0x20947: 'yě',
0x2094D: 'ē',
0x2094E: 'wéi',
0x20950: 'cāng',
0x20951: 'diào',
0x20955: 'è',
0x20956: 'dì',
0x20958: 'suǎn',
0x20959: 'quán',
0x2095C: 'è',
0x2095D: 'ōu,ǒu',
0x2095E: 'xuán',
0x20962: 'wǔ',
0x20966: 'yì',
0x20968: 'móu',
0x20970: 'hū',
0x20974: 'hán,gān',
0x2097F: 'shí',
0x20983: 'sà',
0x20988: 'bì',
0x2098A: 'hán',
0x2098B: 'jìng',
0x2098C: 'xì',
0x2098E: 'qìn',
0x2098F: 'cuó',
0x20990: 'cì',
0x20992: 'bān',
0x20997: 'duī',
0x2099C: 'xì,shù',
0x209A7: 'zhī',
0x209A8: 'luàn',
0x209AA: 'hū',
0x209AB: 'jí',
0x209AC: 'guāi',
0x209B2: 'pāng',
0x209C0: 'zhū',
0x209C5: 'bǐ',
0x209C7: 'yú',
0x209D2: 'qǐ',
0x209D5: 'hé',
0x209D6: 'chǔ',
0x209D9: 'shào',
0x209DA: 'chì',
0x209DB: 'bó',
0x209DF: 'réng,nǎi',
0x209E0: 'yóu',
0x209E4: 'nǎi',
0x209E9: 'huì,huǐ',
0x209EA: 'tiáo,yǒu',
0x209EB: 'bǎn',
0x209F0: 'xū',
0x209F4: 'yóu,yòu',
0x209F5: 'chì',
0x209FF: 'héng',
0x20A03: 'wài',
0x20A06: 'xiè',
0x20A0A: 'jué',
0x20A0C: 'suī',
0x20A0D: 'qīng',
0x20A0E: 'zhuàn',
0x20A15: 'jì',
0x20A18: 'bì',
0x20A1A: 'xī',
0x20A20: 'jí',
0x20A22: 'jùn',
0x20A25: 'liáo',
0x20A26: 'yōu',
0x20A2D: 'jú',
0x20A32: 'yuè',
0x20A35: 'bàng',
0x20A38: 'pí',
0x20A3B: 'zè',
0x20A3E: 'yì',
0x20A3F: 'dǐ',
0x20A42: 'qiè',
0x20A44: 'suǒ',
0x20A46: 'cì',
0x20A48: 'zhù',
0x20A49: 'yuè,jú',
0x20A4F: 'jiāo',
0x20A54: 'shí',
0x20A57: 'yí',
0x20A58: 'xiá',
0x20A60: 'yuán',
0x20A65: 'guó',
0x20A67: 'kè',
0x20A6A: 'cuì',
0x20A6B: 'yì',
0x20A75: 'lì',
0x20A77: 'diǎn',
0x20A7A: 'xī,chí',
0x20A7F: 'bì',
0x20A82: 'biǎn',
0x20A83: 'méi',
0x20A84: 'lì',
0x20A87: 'sǒu',
0x20A90: 'liú',
0x20A91: 'guì',
0x20A92: 'kè',
0x20A97: 'yí',
0x20A99: 'xǐ',
0x20A9A: 'yín,ǎn,kǎn',
0x20A9F: 'kè',
0x20AA3: 'shè',
0x20AA7: 'wǒ',
0x20AAE: 'pì',
0x20AB6: 'yuè',
0x20AB7: 'hóng',
0x20ABA: 'lì',
0x20ABB: 'fù',
0x20AC3: 'jué',
0x20AC4: 'xiān',
0x20AC9: 'diān',
0x20ACC: 'lì',
0x20AD3: 'tū',
0x20AD8: 'jiān',
0x20ADB: 'bǎi',
0x20ADC: 'dì',
0x20ADD: 'zhǎng',
0x20AE3: 'yù',
0x20AE8: 'duì',
0x20AED: 'cān',
0x20AEE: 'tú',
0x20AF6: 'tān',
0x20AF7: 'jí',
0x20AF8: 'qí,zhāi',
0x20AF9: 'shàn',
0x20AFA: 'nián,shì',
0x20B06: 'guàn',
0x20B08: 'bǐ',
0x20B0B: 'xīng,nián',
0x20B13: 'zhěn',
0x20B19: 'sā',
0x20B1B: 'mò',
0x20B1D: 'fú',
0x20B22: 'tāo',
0x20B23: 'bàng',
0x20B2A: 'biào',
0x20B2C: 'xī',
0x20B2E: 'jié',
0x20B36: 'jìn',
0x20B3E: 'qiān',
0x20B48: 'sì',
0x20B49: 'jǐng',
0x20B4B: 'chǐ',
0x20B57: 'jǐng',
0x20B65: 'suì',
0x20B6F: 'zhā',
0x20B70: 'lí',
0x20B74: 'zhuō',
0x20B79: 'biàn',
0x20B7F: 'tún',
0x20B83: 'bì',
0x20B86: 'fèi',
0x20B8A: 'dé',
0x20B8C: 'zhú',
0x20B91: 'jū',
0x20B99: 'yǐ',
0x20B9C: 'yà,yīn',
0x20B9F: 'chì',
0x20BA0: 'guǎ,bǎi',
0x20BA1: 'zhǐ',
0x20BA8: 'réng',
0x20BAB: 'yōu',
0x20BAD: 'bó',
0x20BAF: 'jǐ',
0x20BB0: 'pǐn',
0x20BB3: 'yīng',
0x20BB4: 'yāng',
0x20BB5: 'màng',
0x20BBD: 'lòng',
0x20BBE: 'ǹ,ǹg',
0x20BBF: 'sa,san',
0x20BC0: 'chuān',
0x20BC2: 'cí',
0x20BC3: 'wǔ',
0x20BC4: 'rèn',
0x20BC8: 'dài',
0x20BC9: 'jí',
0x20BCB: 'yǐ',
0x20BCD: 'rán',
0x20BD0: 'huò',
0x20BD1: 'guā',
0x20BD3: 'zhé',
0x20BD4: 'pì',
0x20BD7: 'zā',
0x20BD8: 'bàn',
0x20BD9: 'jié',
0x20BDC: 'hōu,xǔ',
0x20BDF: 'xiàn',
0x20BE0: 'huī',
0x20BE9: 'zhā',
0x20BEA: 'dāi,dǎi,è',
0x20BEB: 'gē',
0x20BED: 'pì',
0x20BEF: 'piàn',
0x20BF0: 'shí',
0x20BF1: 'liǎng',
0x20BF2: 'yuè',
0x20BF3: 'hù,wěn',
0x20BF4: 'biàn',
0x20BF7: 'réng',
0x20BF9: 'réng',
0x20C04: 'yī',
0x20C05: 'zhī',
0x20C07: 'jīn',
0x20C08: 'wēng',
0x20C09: 'chāo',
0x20C0B: 'qiū',
0x20C0D: 'zhǔ,zhù',
0x20C0F: 'zhá',
0x20C10: 'pǒ',
0x20C11: 'àn',
0x20C13: 'hé',
0x20C15: 'chū',
0x20C16: 'yán',
0x20C1A: 'shì',
0x20C1B: 'hù,gào',
0x20C1C: 'è',
0x20C34: 'shí',
0x20C39: 'tuō',
0x20C3A: 'dài',
0x20C3B: 'wài,wai',
0x20C3C: 'pō',
0x20C3D: 'rǒng',
0x20C3E: 'jū',
0x20C40: 'bō',
0x20C50: 'yǔ',
0x20C51: 'dōu',
0x20C53: 'guǐ',
0x20C54: 'shòu',
0x20C57: 'suō',
0x20C58: 'nì',
0x20C59: 'zhōu,yù,jì,cù',
0x20C5A: 'lòng',
0x20C5B: 'bǐng',
0x20C5C: 'zùn',
0x20C5D: 'yè',
0x20C5E: 'rǎn',
0x20C60: 'líng',
0x20C61: 'sà,shài',
0x20C64: 'lěi',
0x20C65: 'è,huì,zá',
0x20C67: 'zhòng',
0x20C68: 'jǐ',
0x20C6B: 'è',
0x20C6F: 'zuò',
0x20C72: 'nà',
0x20C73: 'yǔn',
0x20C8A: 'xiè',
0x20C8B: 'zuǐ',
0x20C8C: 'shù',
0x20C8D: 'diū',
0x20C8E: 'fa,fèi,fá,wa',
0x20C8F: 'rěn',
0x20C91: 'bāng',
0x20C92: 'hán',
0x20C93: 'hóng',
0x20C94: 'yī',
0x20C96: 'yī',
0x20C99: 'kē',
0x20C9A: 'yì',
0x20C9B: 'huí',
0x20C9C: 'zhēng',
0x20CAE: 'jìng',
0x20CB1: 'gé',
0x20CB4: 'nóu',
0x20CB5: 'qiè,jié',
0x20CB7: 'dié',
0x20CB9: 'jì',
0x20CBA: 'yì',
0x20CBB: 'yí',
0x20CBD: 'fú',
0x20CBE: 'shuò',
0x20CBF: 'shuò',
0x20CC0: 'yǒng',
0x20CC1: 'kěn',
0x20CC2: 'huá',
0x20CC3: 'hòng',
0x20CC7: 'hé',
0x20CCA: 'hē',
0x20CCB: 'qiǎn',
0x20CCC: 'qià',
0x20CCE: 'sì',
0x20CD0: 'bāng',
0x20CEC: 'jīng',
0x20CED: 'kè',
0x20CF3: 'āi',
0x20CF4: 'lóu',
0x20CF6: 'tū',
0x20CF9: 'chuáng',
0x20CFC: 'sòng',
0x20CFD: 'chéng',
0x20CFF: 'wēi',
0x20D02: 'nǔ',
0x20D04: 'jiǔ',
0x20D07: 'bīn',
0x20D21: 'xiào',
0x20D22: 'shēng',
0x20D23: 'hǒu',
0x20D26: 'zhù',
0x20D28: 'guān',
0x20D29: 'jī,qǐ',
0x20D2B: 'jì,cù,yù,zhù',
0x20D2D: 'xī',
0x20D2F: 'shè',
0x20D30: 'ǒu',
0x20D31: 'hú',
0x20D32: 'tà',
0x20D33: 'xiáo',
0x20D35: 'zào',
0x20D38: 'bò',
0x20D39: 'qì',
0x20D3A: 'wā',
0x20D3B: 'tuō',
0x20D3C: 'dào',
0x20D3E: 'nà',
0x20D60: 'zhāi',
0x20D63: 'yà',
0x20D66: 'wǔ',
0x20D67: 'zhén,chún',
0x20D68: 'de',
0x20D69: 'hē',
0x20D6B: 'āng',
0x20D6C: 'pí',
0x20D6D: 'sè',
0x20D6E: 'fěn',
0x20D6F: 'guā',
0x20D73: 'pǒ',
0x20D77: 'xuàn',
0x20D78: 'hān,mí',
0x20D79: 'gāng',
0x20D7A: 'bā',
0x20D7B: 'zōng',
0x20D7C: 'mèng',
0x20D7E: 'huò',
0x20DA7: 'diān',
0x20DA8: 'xī',
0x20DAB: 'dà',
0x20DAC: 'nàng',
0x20DB0: 'diāo',
0x20DB1: 'luò',
0x20DB2: 'kè',
0x20DB7: 'yì',
0x20DB8: 'jué',
0x20DB9: 'hé',
0x20DBB: 'jí',
0x20DBE: 'hè',
0x20DBF: 'niè,zá',
0x20DC0: 'rǔn',
0x20DC1: 'qián,jiān',
0x20DC2: 'dài',
0x20DC3: 'shāo,sù,shòu',
0x20DC4: 'kè',
0x20DC5: 'zhú',
0x20DC7: 'shī',
0x20DC8: 'lǜ,liè',
0x20DC9: 'jiā',
0x20DCA: 'pián',
0x20DCB: 'hòu',
0x20DCC: 'jī,zé',
0x20DCD: 'tà',
0x20DCE: 'chóu,shòu',
0x20DCF: 'wō',
0x20DD0: 'jìng,jiàng',
0x20DD1: 'pō',
0x20DD2: 'zhāi',
0x20DD3: 'xīn',
0x20DD6: 'biàn',
0x20DD9: 'xù',
0x20DDE: 'gū',
0x20DDF: 'jiè',
0x20DE2: 'xián',
0x20DF8: 'é,yóng',
0x20DFA: 'bó',
0x20DFB: 'piāo',
0x20DFF: 'zǎ',
0x20E01: 'pài',
0x20E02: 'tū',
0x20E04: 'yīng',
0x20E2E: 'xiǎng',
0x20E31: 'nuò',
0x20E32: 'gē',
0x20E33: 'bó',
0x20E34: 'xiè',
0x20E38: 'zhēn,chún',
0x20E39: 'yú',
0x20E3A: 'nì',
0x20E40: 'xùn',
0x20E41: 'wà',
0x20E43: 'àng',
0x20E44: 'hàn',
0x20E45: 'hōng',
0x20E46: 'dān',
0x20E48: 'nuó',
0x20E4A: 'cǎo',
0x20E4B: 'jí',
0x20E4C: 'něng',
0x20E4D: 'yǒng,róng',
0x20E4E: 'xiāo',
0x20E50: 'chuǎ',
0x20E51: 'yào',
0x20E53: 'gé',
0x20E54: 'táng',
0x20E55: 'bào',
0x20E56: 'chǎn',
0x20E58: 'xù',
0x20E5B: 'hái',
0x20E5D: 'chóu',
0x20E5F: 'jiǎn',
0x20E60: 'zuō',
0x20E64: 'wèi',
0x20E65: 'dā',
0x20E66: 'pī',
0x20E90: 'huàn',
0x20E92: 'xī',
0x20E94: 'pèn',
0x20E95: 'liū,liáo',
0x20E96: 'mǔ,yīng',
0x20E97: 'miē',
0x20E98: 'làng',
0x20E99: 'tuì',
0x20E9A: 'bān',
0x20E9D: 'gē',
0x20E9F: 'kù',
0x20EA2: 'jiā',
0x20EA3: 'bō',
0x20ECD: 'huàn',
0x20ECF: 'zú',
0x20ED0: 'luò',
0x20ED7: 'lí',
0x20ED9: 'hé',
0x20EDA: 'mó',
0x20EDC: 'shuì,lǜ,sū',
0x20EDD: 'shēn',
0x20EDE: 'kǎng',
0x20EDF: 'chì',
0x20EE0: 'líng',
0x20EE1: 'luǒ',
0x20EE4: 'yǎn',
0x20EE5: 'zhào',
0x20EE6: 'chuǎ',
0x20EE7: 'gǔ',
0x20EE8: 'qǐn',
0x20EEA: 'tán',
0x20EEB: 'fèn',
0x20EEC: 'tú',
0x20EF1: 'líng',
0x20EF4: 'lǎng',
0x20F16: 'lán',
